Municipio;ID;Unidad Poblacional;Habitantes
Acedera;000100;ACEDERA;132
Acedera;000200;GUADALPERALES (LOS);675
Aceuchal;000100;ACEUCHAL;5449
Ahillones;000100;AHILLONES;871
Alange;000100;ALANGE;1848
Albuera (La);000100;ALBUERA (LA);2028
Alburquerque;000100;ALBURQUERQUE;5132
Alburquerque;000200;BENAVENTE;102
Alburquerque;000300;CASAS DE SAN JUAN;60
Alburquerque;000400;SILVESTRE;13
Alburquerque;000500;TEJAREJO;36
Alconchel;000100;ALCONCHEL;1680
Alconera;000100;ALCONERA;744
Aljucén;000100;ALJUCÉN;260
Aljucén;000200;CHAPARRALES (LOS);4
Almendral;000100;ALMENDRAL;1232
Almendralejo;000100;ALMENDRALEJO;32901
Almendralejo;000200;SAN MARCOS;573
Arroyo de San Serván;000100;ARROYO DE SAN SERVÁN;4107
Atalaya;000100;ATALAYA;301
Azuaga;000100;AZUAGA;7733
Azuaga;000200;CARDENCHOSA (LA);120
Badajoz;000100;ALBALÁ;216
Badajoz;000200;ALCAZABA;242
Badajoz;000300;ALVARADO;408
Badajoz;000400;BADAJOZ;126848
Badajoz;000500;BALBOA;527
Badajoz;000600;BÓTOA;264
Badajoz;000700;CARBONERAS (LAS);22
Badajoz;000800;CORCHUELA (LA);290
Badajoz;000900;FRESNOS (LOS);685
Badajoz;001000;GÉVORA;2463
Badajoz;001200;NOVELDA DEL GUADIANA;925
Badajoz;001400;SAGRAJAS;572
Badajoz;001500;SANTA ENGRACIA;150
Badajoz;001600;VALDEBÓTOA;1327
Badajoz;001800;VILLAFRANCO DEL GUADIANA;1508
Badajoz;001900;ATALAYA (BADAJOZ);229
Badajoz;002000;CAMPOFRÍO;56
Badajoz;002100;CLUB CAMPO PINO;69
Badajoz;002200;CORAZÓN DE JESÚS;129
Badajoz;002300;CUARTEL DE SANCHA BRAVA;3
Badajoz;002400;DEHESILLA DE CALAMÓN;750
Badajoz;002500;GOLF GUADIANA;373
Badajoz;002600;MANANTÍO (EL);75
Badajoz;002700;MONTITOS (LOS);666
Badajoz;002800;PINARES (LOS);29
Badajoz;002900;RÍO CAYA;149
Badajoz;003000;TRES ARROYOS;401
Badajoz;003100;VAGUADAS (LAS);5346
Badajoz;003200;CERRO GORDO;5082
Badajoz;003300;PILARA (LA);898
Barcarrota;000100;BARCARROTA;3510
Baterno;000100;BATERNO;283
Benquerencia de la Serena;000100;BENQUERENCIA DE LA SERENA;282
Benquerencia de la Serena;000200;HELECHAL;316
Benquerencia de la Serena;000300;NAVA (LA);130
Benquerencia de la Serena;000400;PUERTO HURRACO;100
Benquerencia de la Serena;000500;PUERTO MEJORAL;1
Berlanga;000100;BERLANGA;2343
Bienvenida;000100;BIENVENIDA;2087
Bodonal de la Sierra;000100;BODONAL DE LA SIERRA;1049
Burguillos del Cerro;000100;BURGUILLOS DEL CERRO;3057
Cabeza del Buey;000100;ALMORCHÓN;53
Cabeza del Buey;000200;CABEZA DEL BUEY;4811
Cabeza la Vaca;000100;CABEZA LA VACA;1309
Calamonte;000100;CALAMONTE;6162
Calera de León;000100;CALERA DE LEÓN;960
Calzadilla de los Barros;000100;CALZADILLA DE LOS BARROS;755
Campanario;000100;CAMPANARIO;4832
Campanario;000200;GUARDA (LA);64
Campillo de Llerena;000100;CAMPILLO DE LLERENA;1360
Capilla;000100;CAPILLA;182
Carmonita;000100;CARMONITA;540
Carrascalejo (El);000100;CARRASCALEJO (EL);83
Carrascalejo (El);000200;CANCHO GORDO;0
Casas de Don Pedro;000100;CASAS DE DON PEDRO;1439
Casas de Reina;000100;CASAS DE REINA;196
Castilblanco;000100;CASTILBLANCO;951
Castuera;000100;CASTUERA;5871
Castuera;000200;PANTANO DEL ZÚJAR;9
Codosera (La);000100;BACOCO;97
Codosera (La);000200;CODOSERA (LA);1617
Codosera (La);000300;MARCO (EL);70
Codosera (La);000400;RABAZA (LA);99
Codosera (La);000500;TOJERA (LA);76
Codosera (La);000600;VARSE (LA);23
Codosera (La);000700;VEGA (LA);93
Cordobilla de Lácara;000100;CORDOBILLA DE LÁCARA;909
Coronada (La);000100;CORONADA (LA);2162
Corte de Peleas;000100;CORTE DE PELEAS;1221
Corte de Peleas;000200;CORTIJO DEL CURA;1
Cristina;000100;CRISTINA;552
Cheles;000100;CHELES;1176
Don Álvaro;000100;DON ÁLVARO;788
Don Benito;000100;CONQUISTA DEL GUADIANA;122
Don Benito;000200;DON BENITO;33004
Don Benito;000300;GARGÁLIGAS;527
Don Benito;000400;HERNÁN CORTÉS;957
Don Benito;000500;RUECAS;652
Don Benito;000600;TORVISCAL (EL);540
Don Benito;000700;VALDEHORNILLOS;629
Don Benito;000800;VIVARES;720
Entrín Bajo;000100;ENTRÍN ALTO;19
Entrín Bajo;000200;ENTRÍN BAJO;532
Esparragalejo;000100;ESPARRAGALEJO;1462
Esparragosa de la Serena;000100;ESPARRAGOSA DE LA SERENA;1019
Esparragosa de Lares;000100;ESPARRAGOSA DE LARES;919
Esparragosa de Lares;000200;GALIZUELA;6
Feria;000100;FERIA;1144
Fregenal de la Sierra;000200;FREGENAL DE LA SIERRA;4847
Fuenlabrada de los Montes;000100;FUENLABRADA DE LOS MONTES;1845
Fuente de Cantos;000100;FUENTE DE CANTOS;4721
Fuente del Arco;000100;ESTACIÓN;12
Fuente del Arco;000200;FUENTE DEL ARCO;660
Fuente del Arco;000300;VALDECIGUEÑAS;16
Fuente del Maestre;000100;FUENTE DEL MAESTRE;6743
Fuentes de León;000100;FUENTES DE LEÓN;2302
Garbayuela;000100;GARBAYUELA;508
Garlitos;000100;GARLITOS;587
Garrovilla (La);000100;GARROVILLA (LA);2346
Granja de Torrehermosa;000100;GRANJA DE TORREHERMOSA;2010
Granja de Torrehermosa;000200;RUBIOS (LOS);4
Guareña;000300;GUAREÑA;6586
Guareña;000400;TORREFRESNEDA;378
Haba (La);000100;HABA (LA);1243
Helechosa de los Montes;000100;BOHONAL;69
Helechosa de los Montes;000200;HELECHOSA DE LOS MONTES;578
Herrera del Duque;000100;HERRERA DEL DUQUE;3274
Herrera del Duque;000200;PELOCHE;208
Higuera de la Serena;000100;HIGUERA DE LA SERENA;948
Higuera de Llerena;000100;HIGUERA DE LLERENA;337
Higuera de Llerena;000200;RUBIALES;10
Higuera de Vargas;000100;HIGUERA DE VARGAS;1955
Higuera la Real;000300;HIGUERA LA REAL;2253
Hinojosa del Valle;000100;HINOJOSA DEL VALLE;483
Hornachos;000100;HORNACHOS;3595
Jerez de los Caballeros;000200;BAZANA (LA);343
Jerez de los Caballeros;000300;BROVALES;252
Jerez de los Caballeros;000400;JEREZ DE LOS CABALLEROS;8298
Jerez de los Caballeros;000500;VALUENGO;410
Lapa (La);000100;LAPA (LA);281
Lobón;000100;GUADAJIRA;514
Lobón;000200;LOBÓN;2232
Llera;000100;LLERA;836
Llerena;000200;LLERENA;5804
Magacela;000100;MAGACELA;530
Maguilla;000100;MAGUILLA;974
Malcocinado;000100;MALCOCINADO;365
Malpartida de la Serena;000100;MALPARTIDA DE LA SERENA;556
Manchita;000100;MANCHITA;765
Medellín;000100;MEDELLÍN;1935
Medellín;000200;YELBES;328
Medina de las Torres;000100;MEDINA DE LAS TORRES;1184
Mengabril;000100;MENGABRIL;475
Mérida;000100;CAMPOMANES;19
Mérida;000800;ESTACIÓN DE ALJUCÉN;9
Mérida;000900;ESTACIÓN DE EL CARRASCALEJO;4
Mérida;001200;MÉRIDA;58627
Mérida;001500;CARRIÓN;42
Mérida;001600;MIRALRÍO;90
Mérida;001700;PRADO (EL);9
Mérida;001800;PROSERPINA;276
Mérida;001900;PSIQUIÁTRICO;85
Mérida;002000;VIRGEN DE LA LUZ;29
Mérida;002100;VIVERO (EL);145
Mirandilla;000100;MIRANDILLA;1267
Monesterio;000100;MONESTERIO;4226
Montemolín;000100;MONTEMOLÍN;811
Montemolín;000200;PALLARÉS;379
Montemolín;000300;SANTA MARÍA DE NAVA;153
Monterrubio de la Serena;000100;MONTERRUBIO DE LA SERENA;2372
Montijo;000100;BARBAÑO;658
Montijo;000200;LÁCARA;228
Montijo;000300;MONTIJO;14571
Morera (La);000100;MORERA (LA);715
Nava de Santiago (La);000100;NAVA DE SANTIAGO (LA);932
Navalvillar de Pela;000100;NAVALVILLAR DE PELA;3942
Navalvillar de Pela;000200;OBANDO;209
Navalvillar de Pela;000300;VEGAS ALTAS;273
Nogales;000100;NOGALES;652
Oliva de la Frontera;000100;OLIVA DE LA FRONTERA;5137
Oliva de Mérida;000100;ABEJARONES DE ARRIBA Y ABAJO;0
Oliva de Mérida;000200;CAMPO AMENO;0
Oliva de Mérida;000300;OSA Y NAVAS (LA);0
Oliva de Mérida;000400;GARZA (LA);1
Oliva de Mérida;000500;OLIVA DE MÉRIDA;1722
Oliva de Mérida;000600;ZAPATERA (LA);6
Olivenza;000100;OLIVENZA;10119
Olivenza;000200;SAN BENITO DE LA CONTIENDA;580
Olivenza;000300;SAN FRANCISCO DE OLIVENZA;472
Olivenza;000400;SAN JORGE DE ALOR;443
Olivenza;000500;SAN RAFAEL DE OLIVENZA;258
Olivenza;000600;SANTO DOMINGO;19
Olivenza;000700;VILLARREAL;72
Orellana de la Sierra;000100;ORELLANA DE LA SIERRA;228
Orellana la Vieja;000100;ORELLANA LA VIEJA;2693
Palomas;000100;PALOMAS;678
Parra (La);000100;PARRA (LA);1346
Peñalsordo;000100;PEÑALSORDO;918
Peraleda del Zaucejo;000100;PERALEDA DEL ZAUCEJO;513
Puebla de Alcocer;000100;PUEBLA DE ALCOCER;1184
Puebla de la Calzada;000100;PUEBLA DE LA CALZADA;5845
Puebla de la Reina;000100;PUEBLA DE LA REINA;741
Puebla del Maestre;000100;PUEBLA DEL MAESTRE;685
Puebla del Prior;000100;PUEBLA DEL PRIOR;490
Puebla de Obando;000100;PUEBLA DE OBANDO;1836
Puebla de Sancho Pérez;000100;PUEBLA DE SANCHO PÉREZ;2691
Puebla de Sancho Pérez;000200;RAPOSO (EL);18
Quintana de la Serena;000100;QUINTANA DE LA SERENA;4597
Reina;000100;REINA;153
Rena;000100;RENA;616
Retamal de Llerena;000100;RETAMAL DE LLERENA;443
Ribera del Fresno;000100;RIBERA DEL FRESNO;3348
Risco;000100;RISCO;140
Roca de la Sierra (La);000100;ROCA DE LA SIERRA (LA);1464
Salvaleón;000100;SALVALEÓN;1755
Salvatierra de los Barros;000100;SALVATIERRA DE LOS BARROS;1645
Sancti-Spíritus;000100;SANCTI-SPÍRITUS;167
San Pedro de Mérida;000100;SAN PEDRO DE MÉRIDA;843
Santa Amalia;000100;SANTA AMALIA;4021
Santa Marta;000100;SANTA MARTA;4122
Santos de Maimona (Los);000300;SANTOS DE MAIMONA (LOS);8091
San Vicente de Alcántara;000100;DEHESA MAYORGA;47
San Vicente de Alcántara;000200;DEHESA PIEDRABUENA;7
San Vicente de Alcántara;000300;SAN VICENTE DE ALCÁNTARA;5354
Segura de León;000100;SEGURA DE LEÓN;1889
Siruela;000100;SIRUELA;1903
Solana de los Barros;000100;CORTEGANA;203
Solana de los Barros;000200;RETAMAL;473
Solana de los Barros;000300;SOLANA DE LOS BARROS;1947
Talarrubias;000100;PUERTO PEÑA;29
Talarrubias;000200;TALARRUBIAS;3383
Talavera la Real;000200;TALAVERA LA REAL;5314
Táliga;000100;TÁLIGA;665
Tamurejo;000100;TAMUREJO;214
Torre de Miguel Sesmero;000100;TORRE DE MIGUEL SESMERO;1250
Torremayor;000100;TORREMAYOR;957
Torremejía;000100;TORREMEJÍA;2250
Trasierra;000100;TRASIERRA;622
Trujillanos;000100;TRUJILLANOS;1387
Usagre;000400;USAGRE;1747
Usagre;000500;RAPOSO (EL);16
Valdecaballeros;000100;POBLADO A.E.T.E.A.;12
Valdecaballeros;000200;POBLADO C.N.V.;68
Valdecaballeros;000300;VALDECABALLEROS;997
Valdetorres;000100;VALDETORRES;1173
Valencia de las Torres;000300;VALENCIA DE LAS TORRES;564
Valencia del Mombuey;000100;VALENCIA DEL MOMBUEY;744
Valencia del Ventoso;000100;NUESTRA SEÑORA DEL VALLE;0
Valencia del Ventoso;000200;VALENCIA DEL VENTOSO;1973
Valverde de Burguillos;000100;VALVERDE DE BURGUILLOS;273
Valverde de Leganés;000100;VALVERDE DE LEGANÉS;4159
Valverde de Llerena;000100;VALVERDE DE LLERENA;585
Valverde de Mérida;000100;VALVERDE DE MÉRIDA;1055
Valle de la Serena;000100;VALLE DE LA SERENA;1191
Valle de Matamoros;000100;VALLE DE MATAMOROS;367
Valle de Santa Ana;000100;VALLE DE SANTA ANA;1139
Villafranca de los Barros;000300;VILLAFRANCA DE LOS BARROS;12835
Villagarcía de la Torre;000100;VILLAGARCÍA DE LA TORRE;907
Villagonzalo;000100;VILLAGONZALO;1234
Villalba de los Barros;000100;VILLALBA DE LOS BARROS;1477
Villanueva de la Serena;000100;CASAS DEL CASTILLO DE LA ENCOMIENDA;15
Villanueva de la Serena;000200;ENCOMIENDA O C.Y.C.A.;21
Villanueva de la Serena;000300;ENTRERRÍOS;760
Villanueva de la Serena;000400;VALDIVIA;1733
Villanueva de la Serena;000500;VILLANUEVA DE LA SERENA;22263
Villanueva de la Serena;000600;ZURBARÁN;875
Villanueva del Fresno;000100;VILLANUEVA DEL FRESNO;3397
Villar del Rey;000100;VILLAR DEL REY;2117
Villar de Rena;000100;PALAZUELO;495
Villar de Rena;000200;PUEBLA DE ALCOLLARÍN;387
Villar de Rena;000400;VILLAR DE RENA;497
Villarta de los Montes;000100;VILLARTA DE LOS MONTES;437
Zafra;000100;BUEN SUCESO;42
Zafra;000200;CABRAHÍGA;39
Zafra;000300;HUERTA PLATA;66
Zafra;000400;PALOMAR NAVAS;42
Zafra;000500;ZAFRA;16608
Zahínos;000100;ZAHÍNOS;2803
Zalamea de la Serena;000100;SAN CRISTÓBAL DE ZALAMEA;44
Zalamea de la Serena;000200;ZALAMEA DE LA SERENA;3511
Zarza-Capilla;000100;ZARZA-CAPILLA;311
Zarza (La);000100;ZARZA (LA);3472
Valdelacalzada;000100;VALDELACALZADA;2711
Pueblonuevo del Guadiana;000100;PUEBLONUEVO DEL GUADIANA;2021
Guadiana;000100;GUADIANA;2485
